44,"      0.73            0.27             -164.03                 -57.84                  Na4P2O7, VS2, V4GeS8, Na5P3O10, V3S4  Mutual Rxn. E. Min."
45,"      0.66            0.34             -190.55                 -57.20                Na2PS3, Na4P2O7, VS2, V4GeS8, Na5P3O10                     "
46,"      0.60            0.40             -211.39                 -55.92                Na2PS3, Na4P2O7, Na2Ge2S5, VS2, V4GeS8                     "
47,"      0.57            0.43             -221.10                 -54.99                 Na2GeS3, Na2PS3, Na4P2O7, VS2, V4GeS8                     "
48,"      0.52            0.48             -240.89                 -52.49                   Na2GeS3, Na2PS3, Na4P2O7, VS2, V3S4                     "
49,"      0.29            0.71             -318.73                 -40.61                  Na2GeS3, Na3PS3O, Na4P2O7, VS2, V3S4                     "
50,"      0.15            0.85             -363.17                 -32.57                 Na2GeS3, Na3PS3O, Na6Ge2S7, VS2, V3S4                     "
51,"      0.14            0.86             -366.99                 -31.33                  Na2PS3, Na3PS3O, Na6Ge2S7, VS2, V3S4                     "
52,"      0.12            0.88             -372.62                 -29.06                Na3VS4, Na2PS3, Na3PS3O, Na6Ge2S7, VS2                     "
53,"      0.11            0.89             -374.70                 -28.00            Na3VS4, Na2GeS3, Na2PS3, Na3PS3O, Na6Ge2S7                     "
54,"      0.09            0.91             -379.09                 -25.12             Na3VS4, Na2PS3, Na3PS3O, Na3PS4, Na6Ge2S7                     "
55,"      0.00            1.00             -389.37                  -0.00                                Na6Ge2S7, Na3PS4, Na2S         Rxn. E. Min."

57,      1.00           -0.00               -0.00                  -0.00                                                Na3V2P2O8F3                     
58,"      0.92            0.08              -62.38                 -29.50              V4OF12, Na4P2O7, V12P7, Na3V2(PO4)3, Ge, V3S4                     "
59,"      0.92            0.08              -62.61                 -29.61               V4OF12, Na4P2O7, Na3V2(PO4)3, V4P3, Ge, V3S4                     "
60,"      0.91            0.09              -62.82                 -29.70                 V4OF12, Na4P2O7, Na3V2(PO4)3, VP, Ge, V3S4                     "
61,"      0.91            0.09              -66.25                 -31.11            V4OF12, Na4P2O7, Na3V2(PO4)3, NaVP2O7, Ge, V3S4                     "
62,"      0.87            0.13              -90.11                 -39.67                 V4OF12, Na4P2O7, V4GeS8, NaVP2O7, Ge, V3S4                     "
63,"      0.85            0.15             -100.22                 -42.62                V4OF12, Na4P2O7, V4GeS8, Na5P3O10, Ge, V3S4                     "
64,"      0.84            0.16             -106.23                 -43.26               V4OF12, Na4P2O7, V4GeS8, VP2, Na5P3O10, V3S4                     "
65,"      0.79            0.21             -125.27                 -45.22                   V4OF12, NaF, V4GeS8, VP2, Na5P3O10, V3S4                     "
66,"      0.74            0.26             -146.65                 -46.29                V4OF12, NaF, V4GeS8, Na2PS3, Na5P3O10, V3S4                     "
67,"      0.66            0.34             -179.23                 -47.52                 V4OF12, NaF, Na2PS3, V4GeS8, VS2, Na5P3O10                     "
68,"      0.57            0.43             -213.54                 -47.85                   NaF, Na2PS3, V4GeS8, VS2, GeS2, Na5P3O10  Mutual Rxn. E. Min."
69,"      0.55            0.45             -221.17                 -47.82               Na2Ge2S5, NaF, Na2PS3, V4GeS8, VS2, Na5P3O10                     "
70,"      0.49            0.51             -247.33                 -47.14                Na4P2O7, NaF, Na2Ge2S5, V4GeS8, Na2PS3, VS2                     "
71,"      0.43            0.57             -267.55                 -45.81                 Na4P2O7, NaF, Na2PS3, V4GeS8, VS2, Na2GeS3                     "
72,"      0.42            0.58             -271.75                 -45.37                   Na4P2O7, NaF, Na2PS3, VS2, Na2GeS3, V3S4                     "
73,"      0.19            0.81             -348.90                 -34.90                   NaF, V3S4, Na2PS3, VS2, Na2GeS3, Na3PS3O                     "
74,"      0.15            0.85             -361.32                 -31.35               Na6Ge2S7, NaF, Na2PS3, VS2, Na2GeS3, Na3PS3O                     "
75,"      0.13            0.87             -368.61                 -28.25            Na6Ge2S7, NaF, Na2PS3, Na3VS4, Na2GeS3, Na3PS3O                     "
76,"      0.08            0.92             -379.56                 -22.34             Na3PS4, Na6Ge2S7, NaF, Na2PS3, Na3VS4, Na3PS3O                     "
77,"      0.00            1.00             -389.37                  -0.00                                     Na6Ge2S7, Na3PS4, Na2S         Rxn. E. Min."
